id,calories,proteins,fat,carbohydrate,name,kategori,image,kategori_kalori
421,26.0,1.7,0.4,3.8,Kerokot ,Karbo,https://alatpresplastik.com/wp-content/uploads/2022/01/kekekeru.jpg,Rendah
422,350.0,0.5,0.2,85.9,Kerupuk Aci,Karbo,https://pesonanusantara.co.id/images/upload//p/e/pes-kerupuk-cumi-mgl.jpg,Tinggi
423,444.0,6.9,14.6,71.3,Kerupuk cumi goreng,Karbo,https://cdns.klimg.com/merdeka.com/i/w/news/2022/01/30/1402857/content_images/670x335/20220130223844-1-kerupuk-ikan-patin-001-fellyanda-suci-agiesta.jpg,Tinggi
424,342.0,16.0,0.4,65.6,Kerupuk Ikan berpati,Karbo,https://images.tokopedia.net/img/cache/700/product-1/2020/6/7/805229013/805229013_ce2eef00-1652-44ff-a3b0-e8d021721b55_1560_1560.jpg,Tinggi
425,325.0,1.8,0.4,78.5,Kerupuk kemplang,Karbo,https://asset.kompas.com/crops/Qu-uGRiw6A4NINs_6VhIZBrvp1I=/0x386:667x831/750x500/data/photo/2021/05/12/609b4a1d9af08.jpg,Tinggi
426,504.0,5.6,28.1,57.1,Kerupuk kemplang goreng,Karbo,https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/20/1244821/content_images/670x335/20201120144433-1-ilustrasi-kemplang-001-tantri-setyorini.jpg,Tinggi
427,356.0,9.7,1.1,76.9,Kerupuk kemplang panggang,Karbo,https://halalmui.org/wp-content/uploads/2022/09/2022-09-01-Kerupuk-Kulit-Kenali-Bahaya-dan-Potensi-Haramnya.jpg,Tinggi
428,422.0,83.0,4.0,0.0,Kerupuk Kulit kerbau,Protein,https://s1.bukalapak.com/img/60256105411/large/data.png,Tinggi
429,345.0,12.0,1.5,71.5,Kerupuk Melinjo mentah,Karbo,https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg,Tinggi
430,431.0,11.1,16.2,63.0,Kerupuk Melinjo tebal goreng asin,Karbo,https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg,Tinggi
431,439.0,10.0,16.4,65.7,Kerupuk Melinjo tebal goreng manis,Karbo,https://assets.indozone.id/content/2021/10/31/qEsgvo3/gampang-ini-cara-membuat-emping-melinjo-yang-gurih-dan-renyah30_700.jpg,Tinggi
432,485.0,11.5,24.5,59.1,Kerupuk Melinjo tipis goreng,Karbo,https://id-test-11.slatic.net/p/b79efc608cc0f1f4b19fe026565838ae.jpg,Tinggi
433,476.0,0.1,21.1,71.3,Kerupuk mie kuning goreng,Karbo,https://filebroker-cdn.lazada.co.id/kf/S92719a0bfec8443981796f166617e6eav.jpg,Tinggi
434,46.7,17.3,17.3,81.3,Kerupuk Sayong ,Karbo,https://cdn0-production-images-kly.akamaized.net/ihQHCeKhKldhY8YlTDkiu0ObeqE=/261x0:928x667/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3265798/original/012419700_1602564070-shutterstock_1736290877.jpg,Rendah
435,340.0,30.0,30.0,52.0,Kerupuk Udang ,Karbo,https://img.my-best.id/content_section/choice_component/sub_contents/e0b644d7e1f923673ed9a295a0ad422f.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=685a7bbc6d1dd6e991aa9c8ec4d49919,Tinggi
436,359.0,17.2,68.2,332.0,Kerupuk Udang berpati,Karbo,https://asset.kompas.com/crops/Vol7WU4iu3WSWKNB3nhw8RFCJdE=/0x9:1000x675/750x500/data/photo/2021/07/27/60ff6fb81ffaf.jpg,Tinggi
437,477.0,4.7,20.5,68.5,Kerupuk udang goreng,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/15bac8fd-dff8-49eb-9561-81a087a02638.jpg,Tinggi
438,588.0,53.7,40.9,1.2,Kerupuk urat,Protein,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/02/08040440/catat-ini-manfaat-buah-kesemek-bagi-kesehatan-tubuh-halodoc.jpg,Tinggi
439,78.0,0.8,0.4,20.0,Kesemek,Karbo,https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg,Rendah
440,181.0,4.0,1.2,37.3,Ketan hitam matang,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg,Sedang
441,163.0,3.0,0.4,35.7,Ketan putih matang,Karbo,https://cdn0-production-images-kly.akamaized.net/bEFvWpDkZsFCndvlKQ2liamvXwM=/0x287:3046x2004/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3989958/original/069432700_1649474910-biji_ketapang.jpg,Sedang
442,340.0,11.0,11.0,54.0,Ketapang ,Karbo,https://statik.tempo.co/data/2016/06/07/id_513024/513024_620.jpg,Tinggi
443,157.0,0.8,0.3,37.9,Ketela Pohon Kuning,Karbo,https://www.infopublik.id/assets/upload/headline//Singkong.jpg,Sedang
444,154.0,1.0,0.3,36.8,Ketela singkong ,Karbo,https://blog.tokowahab.com/wp-content/uploads/2018/08/resep-agar-agar-singkong.jpg,Sedang
445,153.0,1.2,0.3,36.4,Ketela pohon kukus,Karbo,https://www.garnesia.com/images/news/b542.jpg,Sedang
446,12.0,0.7,0.1,2.7,Ketimun,Karbo,https://kopijagung.com/wp-content/uploads/2021/05/0001-1776641472_20210524_095708_0000_compress85-scaled.jpg,Rendah
447,9.0,0.5,0.1,1.9,Ketimun madura ,Karbo,https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg,Rendah
448,153.0,7.9,7.7,13.0,Ketoprak,Karbo,https://awsimages.detik.net.id/community/media/visual/2021/08/27/5-manfaat-sehat-minum-air-ketumbar-naikkan-imunitas-dan-detoks-tubuh-3_169.jpeg?w=1200,Sedang
449,404.0,14.1,16.1,54.2,Ketumbar,Karbo,https://awsimages.detik.net.id/community/media/visual/2022/05/01/ketupat-ketan-khas-sumatra-2.jpeg?w=1200,Tinggi
450,212.0,4.0,4.6,38.6,Ketupat ketan,Karbo,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/06/09/resep-kupat-tahu-menu-sarapan-n-20210609032448.jpg,Sedang
451,109.6,2.6,2.6,18.6,Ketupat Tahu ,Karbo,https://faktualnews.co/images/2022/01/kluwek.png,Sedang
452,86.0,1.6,0.2,13.0,Kokosan,Karbo,https://media.istockphoto.com/id/153755664/id/foto/kacang-polong-salju-segar-di-tumpukan-di-latar-belakang-putih.jpg?s=612x612&w=0&k=20&c=MPZCUQdV2lekycXztBESkb2swqE0hgIzUwflaZlFoaw=,Rendah
453,99.0,3.3,0.1,21.2,Komak polong ,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/17/8b6436f9-8344-48fd-9171-b066c4191f94.jpg,Rendah
454,25.0,2.4,0.2,4.9,Kool Kembang,Karbo,https://res.cloudinary.com/dk0z4ums3/image/upload/v1627875002/attached_image/walau-bikin-perut-kembung-manfat-kol-ternyata-banyak-lho.jpg,Rendah
455,24.0,1.4,0.2,5.3,Kool Merah kool putih,Karbo,https://cdn1-production-images-kly.akamaized.net/hapr3rDjLzJcczX2rWbC4f9DUgk=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3412827/original/090341300_1616835451-pexels-photo-977876.jpeg,Rendah
456,352.0,17.4,1.3,69.0,Kopi bagian yang larut,Karbo,https://cdn.pixabay.com/photo/2014/02/10/11/25/coffee-powder-263354_1280.jpg,Tinggi
457,129.0,12.3,0.5,35.0,Kopi bubuk instant,Karbo,AF079.jpg (360×360) (andrafarm.co.id),Sedang
458,356.0,20.5,4.1,61.6,Koro andong kering,Karbo,https://laz-img-sg.alicdn.com/p/cac8dce3faa0e4781f2e5ea5968dba20.png,Tinggi
459,332.0,24.0,3.0,55.0,Koro Benguk biji,Karbo,https://imgx.parapuan.co/file/parapuan/mobile/crop/0x0:0x0/700x0/photo/2021/06/04/tempe-koro-pedangjpg-20210604124728.jpg,Tinggi
460,141.0,10.2,1.3,23.2,Koro Benguk tempe,Karbo,https://cf.shopee.co.id/file/id-11134103-22100-uucup9m29iiv8c,Sedang
461,125.0,8.3,0.7,22.1,Koro Kerupuk biji,Karbo,https://filebroker-cdn.lazada.co.id/kf/S5058ebd94c9d4462a13ac9a3ac2a814aP.jpg,Sedang
462,33.0,2.7,0.2,7.9,Koro Loke biji,Karbo,https://down-id.img.susercontent.com/file/fdde3aac7d03f1b5dd4ab9f5df4545d4,Rendah
463,344.0,12.5,2.1,69.4,Koro Roway biji,Karbo,https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg,Tinggi
464,338.0,22.2,1.5,61.0,Koro Wedus biji,Karbo,https://ahsanfile.files.wordpress.com/2013/08/20121226_084508.jpg,Tinggi
465,38.0,3.0,0.3,7.9,Koro Wedus buah muda,Karbo,https://www.andrafarm.com/_andra_farm/gambar_kelompok/a136-3.jpg,Rendah
466,46.0,3.0,0.3,7.9,Koro wedus polong,Karbo,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,Rendah
467,46.0,2.2,1.5,6.0,Kotiu hinela tawang nggole,Karbo,https://cf.shopee.co.id/file/25e9b3e3d818ae999bd0736ff56ca58b,Rendah
468,366.0,4.2,4.3,77.5,Koya,Karbo,https://nilaigizi.com/assets/images/produk/produk_1538365100.jpg,Tinggi
469,370.0,8.0,1.0,82.2,Koya mirasa,Karbo,https://lzd-img-global.slatic.net/g/p/e4cd1b24a0e937b48e2afb796900196a.jpg_720x720q80.jpg_.webp,Tinggi
470,315.0,2.1,1.4,73.5,Kranji segar,Karbo,https://asset.kompas.com/crops/NvawKpjCGV6FrehArD0C-OBjYSI=/3x0:700x465/750x500/data/photo/2020/12/01/5fc629934653a.jpg,Tinggi
471,542.0,40.3,42.4,11.5,Kripik Tempe Goreng ,Lemak,https://www.greeners.co/wp-content/uploads/2020/09/Krokot-Tanaman-Gulma-dengan-Segudang-Khasiat-2.jpg,Tinggi
472,21.0,1.7,0.4,3.8,Krokot,Karbo,https://img-cdn.medkomtek.com/0sG2Fssyrmn9bdgy08HRVYdJE6U=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/APtPHT6GJD825hl5oB-p_/original/070454600_1570675713-Sejuta-Manfaat-Daun-Kucai-yang-Jarang-Diketahui-Orang-By-K321-Shutterstock_1100191607.jpg,Rendah
473,45.0,2.2,0.3,10.3,Kucai,Karbo,https://cdn.shopify.com/s/files/1/0369/8321/0116/products/5161687_e94df3b1-09a5-4656-b592-358959106303_762_762_700x.jpg?v=1587857197,Rendah
474,42.0,3.8,0.6,7.8,Kucai Muda (Lokio),Karbo,https://awsimages.detik.net.id/community/media/visual/2021/07/29/fakta-daging-kuda-2.jpeg?w=724,Rendah
475,440.0,3.8,18.5,64.5,Kue ali,Karbo,https://cdn0-production-images-kly.akamaized.net/1vXhapwViv08dtFYbhhKKEfqiJ0=/0x542:4608x3139/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3479555/original/004272600_1623394884-shutterstock_1952418853.jpg,Tinggi
476,186.7,1.6,1.6,39.6,Kue Apem ,Karbo,https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg,Sedang
477,338.0,1.5,1.2,80.3,Kue bangket,Karbo,https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg,Tinggi
478,240.0,1.0,4.0,54.0,Kue Bugis ,Karbo,https://kurio-img.kurioapps.com/21/07/21/7ff9c395-9dea-492e-b3a0-ec9c7287dc04.jpe,Sedang
479,425.0,1.6,8.8,84.6,Kue jahe,Karbo,https://assets.suaramerdeka.com/crop/0x0:0x0/750x500/webp/photo/2023/01/03/3184254010.png,Tinggi
480,591.0,5.6,42.1,47.5,Kue kelapa,Karbo,https://media.karousell.com/media/photos/products/2018/08/23/koya_kacang_suuk_asli_bandung_1535029115_863b9a71_progressive.jpg,Tinggi
481,366.0,4.2,4.3,7.9,Kue Koya ,Karbo,https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe,Tinggi
482,291.0,3.6,11.1,44.1,Kue lumpur,Karbo,https://asset.kompas.com/crops/EUNcgQqWtMLzjyycRK-jWqJPg5Q=/3x0:700x465/750x500/data/photo/2021/01/13/5ffe348f5e49a.jpg,Sedang
483,182.0,1.0,1.0,40.4,Kue mangkok ,Karbo,https://asset.kompas.com/crops/jkimxsmqIcyNJ_UjeHGJML9sT_4=/0x0:698x465/750x500/data/photo/2021/02/20/603069ab80f59.jpg,Sedang
484,126.7,0.7,0.7,57.3,Kue Pacar Cina ,Karbo,https://www.resepkuerenyah.com/wp-content/uploads/2015/05/Resep-Kue-Pia-Kacang-Hijau.jpg,Sedang
485,296.0,1.4,1.4,66.4,Kue Pia ,Karbo,https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg,Sedang
486,304.0,5.3,7.0,54.9,Kue putu cangkir,Karbo,https://asset.kompas.com/crops/4HYsevQAK_PJOcsTRt4Tl0vo4YI=/0x0:1000x667/750x500/data/photo/2021/06/10/60c19ee3dbc24.jpg,Tinggi
487,217.0,1.2,0.5,53.2,Kue putu singkong,Karbo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kue_satu_2.JPG/640px-Kue_satu_2.JPG,Sedang
488,393.3,2.7,2.7,79.3,Kue Satu ,Karbo,https://asset.kompas.com/crops/jT3TeOZw6jjDRXgh1-P9Yrz0enI=/0x0:1000x667/750x500/data/photo/2022/01/21/61ea314112848.jpg,Tinggi
489,380.0,1.0,1.0,92.0,Kue Semprong ,Karbo,https://statics.indozone.news/local/63abe8c5a2d3e.jpg,Tinggi
490,221.0,7.5,10.2,24.8,Kue sus,Karbo,"https://cdn.yummy.co.id/content-images/images/20220319/ZDxMHnPOfZAq6tXHCLa9WsgeVwHh5Wb2-31363437363439303336d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp",Sedang
491,180.0,5.0,5.0,32.0,Kue Talam ,Karbo,https://asset.kompas.com/crops/x2yGurVUxpP-COxvvOjVx2P7lL0=/100x67:900x600/750x500/data/photo/2022/04/14/62578f6fbc8b8.jpg,Sedang
492,512.0,26.0,26.0,60.4,Kue Tambang ,Karbo,https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg,Tinggi
493,247.0,2.9,4.2,49.5,Kue thipan,Karbo,https://www.tagar.id/Asset/uploads2019/1650333684879-kulit-melinjo.jpg,Sedang
494,515.0,30.6,42.1,13.8,Kwaci,Lemak,https://www.24kitchen.nl/files/styles/header_small/public/2018-03/shutterstock_1015365694.jpg?itok=ILdve5p_,Tinggi
495,242.0,19.0,17.0,3.0,Kwark (Quark),Protein,https://img.okezone.com/content/2021/02/08/481/2358505/yuk-rajin-konsumsi-labu-air-ini-12-manfaatnya-untuk-kesehatan-tubuh-Co3o1Xm8pf.jpg,Sedang
496,17.0,0.6,0.2,3.8,Labu Air,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/8459499c-3699-48fc-99e9-68c2b3dd27d6.jpg?ect=4g,Rendah
497,51.0,1.7,0.5,10.0,Labu kuning segar,Karbo,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2023/05/27/3705926699.jpg,Rendah
498,26.0,0.6,0.1,6.7,Labu Siam,Karbo,https://media.istockphoto.com/id/1276814339/id/foto/irisan-mentah-segar-butternut-squash-di-papan-kayu-tampilan-atas-ke-bawah.jpg?s=612x612&w=0&k=20&c=zCYDW2KS0xuVGjq4k-_AwwkZnCQxapWuuWovVhJvqKA=,Rendah
499,32.0,1.1,0.1,6.6,Labu waluh segar,Karbo,https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg,Rendah
500,166.3,2.7,3.9,29.5,Laksa ,Karbo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/02042448/X-Manfaat-Petai-Cina-untuk-Kesehatan-Tubuh.jpg,Sedang
501,85.0,5.7,0.3,15.4,Lamtoro (pete cina) biji muda,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/23/73d62514-e013-460c-9f52-d3c17e019a91.jpg,Rendah
502,148.0,10.6,0.5,26.2,Lamtoro biji tua,Karbo,https://awsimages.detik.net.id/community/media/visual/2021/01/09/warga-blitar-bikin-alternatif-tempe-lamtoro-2_169.jpeg?w=700&q=90,Sedang
503,142.0,11.0,2.5,20.4,Lamtoro tempe,Karbo,https://cdn-2.tstatic.net/jateng/foto/bank/images/lamtoro.jpg,Sedang
504,367.0,46.4,5.4,32.5,Lamtoro var. gung tanpa kulit,Protein,https://m.andrafarm.com/_andra_farm/gambar_rinci/534.jpg,Tinggi
505,336.0,23.8,1.2,59.7,Lamtoro var. lokal dengan kulit,Karbo,https://st4.depositphotos.com/12727742/21449/i/450/depositphotos_214494426-stock-photo-lanzones-fruit-on-white-isolated.jpg,Tinggi
506,56.0,0.9,0.2,14.3,Langsat,Karbo,https://lzd-img-global.slatic.net/g/ff/kf/Sd291e0ce271c49f9b247372fce67011dp.jpg_720x720q80.jpg,Rendah
507,34.0,2.2,0.3,5.5,Lantar segar,Karbo,https://cf.shopee.co.id/file/261d5dd52028e4a8ebf57f5957bde6b4,Rendah
508,422.0,0.9,10.8,80.4,Lanting getuk,Karbo,https://kurio-img.kurioapps.com/21/03/03/fba953f2-c456-49e3-bec5-7adc1cbfd5a6.jpe,Tinggi
509,389.0,6.6,15.7,55.5,Lapis legit,Karbo,https://cdn.idntimes.com/content-images/post/20211019/203152501-4176779059011518-795637125163020240-n-c5aa3d72f7ca0ec57070d7c1a60cf2b2_600x400.jpg,Tinggi
510,174.0,17.0,10.0,3.0,Lawar babi masakan,Protein,https://fastly.4sqi.net/img/general/600x600/4312632_DHgsLEo3W0e7vYm-X-ndJwUEN1E419WBzhTKzIb411c.jpg,Sedang
511,141.0,23.0,1.5,7.6,Lawar penyu masakan,Protein,https://img-global.cpcdn.com/recipes/2bad2876953a328b/680x482cq70/lawara-jangang-foto-resep-utama.jpg,Sedang
512,159.0,5.0,10.9,10.1,Lawara jangang masakan,Lemak,https://nilaigizi.com/assets/images/produk/produk_1535786169.jpg,Sedang
513,207.0,7.4,15.4,9.6,Lawara penjah masakan,Lemak,https://cdn.idntimes.com/content-images/community/2022/03/127926829-138078701098384-3632478979177553762-n-1fd6c04577e614a24488a2b0565fd065-d95921c5a20494e557ab339600558193.jpg,Sedang
514,405.0,4.8,5.1,84.9,Ledre pisang,Karbo,https://img-global.cpcdn.com/recipes/e8525bb6dc19cd61/400x400cq70/photo.jpg,Tinggi
515,15.0,1.0,0.4,1.9,Lema/ Rebung asam,Karbo,https://cms.sehatq.com/public/img/article_img/memasak-dengan-lemak-babi-sehat-atau-tidak-1626927917.jpg,Rendah
516,902.0,0.0,100.0,0.0,Lemak Babi,Lemak,https://nilaigizi.com/assets/images/produk/produk_1535869956.jpg,Tinggi
517,630.0,9.1,65.0,1.1,Lemak Babi (Bacon),Lemak,https://statik.tempo.co/data/2017/08/15/id_632737/632737_620.jpg,Tinggi
518,372.0,12.0,29.4,14.4,Lemak ikan,Lemak,https://awsimages.detik.net.id/community/media/visual/2016/07/11/01bf592f-fb72-43f1-a0c5-df9c28e4fd17.jpg?w=851,Tinggi
519,818.0,1.5,90.0,0.0,Lemak Kerbau,Lemak,https://asset.kompas.com/crops/rhXo_XxmQeotI8VocNxI-r4P_z4=/192x230:1728x1254/1200x800/data/photo/2021/02/03/601a928049052.jpg,Tinggi
520,34.0,0.5,0.8,6.2,Lemon segar,Karbo,https://i0.wp.com/blog.duniamasak.com/wp-content/uploads/Manfaat-dari-Citrus-Squash.jpg?fit=900%2C520&ssl=1,Rendah
521,36.0,0.0,0.0,10.0,Lemon Squasih,Karbo,https://awsimages.detik.net.id/community/media/visual/2020/12/11/lemonade.jpeg?w=700&q=90,Rendah
522,30.0,0.0,0.0,8.0,Lemonade,Karbo,https://awsimages.detik.net.id/community/media/visual/2022/03/30/resep-lemper-ayam_43.jpeg?w=1200,Rendah
523,221.3,3.8,3.6,43.4,Lemper ,Karbo,https://www.wowkeren.com/display/images/photo/2019/11/01/00281112s7.jpg,Sedang
524,320.0,3.5,5.7,63.7,Lempog durian,Karbo,https://cdn.idntimes.com/content-images/community/2022/11/1668220355020-b9525602b7a0cdcf30573dba18d33241-b3058ccbd7818c38ec418081753661ba.jpg,Tinggi
525,181.0,2.8,1.2,39.8,Lepok/Ubi rumput,Karbo,https://asset.kompas.com/crops/VIU7rFIvSmmh1ZsQ2xoBcH70ljU=/0x0:996x664/750x500/data/photo/2020/09/28/5f70e1ea615e3.jpg,Sedang
526,33.0,1.9,0.1,7.4,Leunca buah,Karbo,https://sweetrip.id/wp-content/uploads/2021/05/171584083_119493940234318_4941248120678130162_n.jpg,Rendah
527,240.0,7.8,0.5,51.3,Leupeut Ketan ,Karbo,https://st3.depositphotos.com/1008077/13205/i/600/depositphotos_132052478-stock-photo-calf-liver-sausage.jpg,Sedang
528,387.0,16.0,22.0,3.0,Leverwost (sosis hati),Lemak,https://1.bp.blogspot.com/-OZ_8zgUY5C8/XeeHxEwJazI/AAAAAAAAAEk/15QFIWrudeYVyJ7AjUIw3rA2MPg3VK9vACLcBGAsYHQ/s1600/IMG_1753.JPG,Tinggi
529,79.0,2.3,5.2,5.8,Lilin bungkus gedi,Karbo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/09/29035721/Kandungan-Nutrisi-pada-Lobak-Putih-yang-Baik-bagi-Kesehatan.jpg,Rendah
530,19.0,0.9,0.1,4.2,Lobak,Karbo,https://cdn-2.tstatic.net/aceh/foto/bank/images/ilustrasi-lokan_20160410_120327.jpg,Rendah
531,217.0,11.0,1.7,5.1,Lokan segar,Protein,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/12/07/254567740.jpg,Sedang
532,27.0,0.4,0.2,6.0,Lontar segar,Karbo,https://img-global.cpcdn.com/recipes/08285e540251b661/680x482cq70/lupislopis-ketan-pandan-ala-chef-muhammad-foto-resep-utama.jpg,Rendah
533,163.3,2.8,2.2,33.0,Lopis ,Karbo,https://sibejajo.com/asset/foto_produk/FB_IMG_1646812082738.jpg,Sedang
534,38.0,1.1,0.3,7.6,Lumai/Leunca segar,Karbo,https://asset.kompas.com/crops/TRFlnZa303pT0iwa7gkId4MCWSA=/0x54:1000x720/750x500/data/photo/2020/06/24/5ef30e98cb1e8.jpg,Rendah
535,164.0,1.8,2.1,34.5,Lupis ketan,Karbo,https://asset.kompas.com/crops/xLLMihh3EZy1CwtkPn_4DGDwe9A=/0x8:1000x675/750x500/data/photo/2020/11/12/5facc84db5083.jpg,Sedang
536,294.0,0.3,0.0,79.5,Madu,Karbo,https://cf.shopee.co.id/file/f6160b3c0d2189ab6140e6a81c2168cb,Sedang
537,363.0,8.7,0.4,78.7,Makaroni,Karbo,"https://ik.imagekit.io/dcjlghyytp1/2020/10/mangga-indramayu.jpg?tr=f-auto,w-380",Tinggi
538,63.0,2.4,0.4,12.4,Mangga benggala segar,Karbo,https://www.rumahtanaman.com/wp-content/uploads/2014/05/GG.jpg,Rendah
539,44.0,0.7,0.2,11.2,Mangga Gedong,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/9/98f71686-5832-459e-9732-11f0cc62ac2c.jpg,Rendah
540,63.0,0.5,0.2,16.7,Mangga Golek,Karbo,https://www.rumahtanaman.com/wp-content/uploads/2018/01/Slide8.jpg,Rendah
541,46.0,0.4,0.2,11.9,Mangga Harum Manis,Karbo,https://asset.kompas.com/crops/oO0XncIXQSUeIA_Uc4k1_y9V5gM=/0x44:1000x711/750x500/data/photo/2022/06/18/62ad5b3acadca.jpg,Rendah
542,72.0,0.8,0.2,18.7,Mangga Indramayu,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/25/8e436ae5-3754-4c1b-a211-f2c8b50b86f1.jpg,Rendah
543,56.0,0.4,0.2,14.6,Mangga Kopek,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/22/5c712852-cd55-4c17-9515-f47bdfb1bf7f.jpg,Rendah
544,86.0,0.7,0.5,19.8,Mangga kwini segar,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/12/71d9b8e5-1a32-465e-bcc6-0be9e8113e4a.jpg,Rendah
545,133.0,1.0,0.1,32.1,Mangga manalagi segar,Karbo,https://img-cdn.medkomtek.com/5gj7IKgzhEym6vd4Wf0Bvzqak4I=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/BT9WysgDcGiXjX7j0PkI5/original/031876800_1606991796-shutterstock_306861815.jpg,Sedang
546,59.0,0.5,0.4,15.1,Mangga Muda,Karbo,https://arahpantura.aboutsemarang.id/wp-content/uploads/2023/05/A6CCD5BB-60B4-46F0-87C4-A63241A9D6FC.png,Rendah
547,52.0,0.7,0.0,12.3,Mangga segar,Karbo,https://res.cloudinary.com/dk0z4ums3/image/upload/v1645702972/attached_image/manfaat-buah-manggis-untuk-kesehatan-yang-sayang-dilewatkan.jpg,Rendah
548,63.0,0.6,0.6,15.6,Manggis,Karbo,https://static.republika.co.id/uploads/images/inpicture_slide/mentega-_181004053127-973.jpg,Rendah
549,720.0,0.6,81.0,0.4,Margarin,Lemak,https://sc04.alicdn.com/kf/U9a58688525d24e25a10c656a5b19874cy.jpg,Tinggi
550,144.0,3.5,1.2,29.8,Markisa segar,Karbo,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/16/resep-squash-markisa-mint-minum-20210216051340.jpg,Sedang
551,217.0,2.5,1.0,49.6,Markisa squash,Karbo,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/16/resep-squash-markisa-mint-minum-20210216051340.jpg,Sedang
552,265.3,4.7,5.5,49.3,Martabak  manis,Karbo,https://i0.wp.com/resepkoki.id/wp-content/uploads/2022/08/Resep-Martabak-Kari.jpg?fit=996%2C1328&ssl=1,Sedang
553,153.0,4.5,4.2,24.3,Martabak india,Karbo,https://www.resepkuerenyah.com/wp-content/uploads/2016/11/45.-resep-martabak-mesir.jpg,Sedang
554,278.0,5.1,8.6,45.0,Martabak mesir,Karbo,https://www.masakapahariini.com/wp-content/uploads/2020/10/Martabak-Telor-Bayam.jpg,Sedang
555,200.0,8.9,5.1,29.5,Martabak Telur ,Karbo,https://img-global.cpcdn.com/recipes/af253cf910c76d69/1200x630cq70/photo.jpg,Sedang
556,369.0,2.1,7.0,74.1,Masekat,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/9/ac2bbe27-dd14-46dc-947f-98a9b16b0be6.jpg,Tinggi
557,90.0,1.2,0.1,21.1,Matoa segar,Karbo,https://s0.bukalapak.com/img/57164672241/large/data.jpeg,Rendah
558,276.0,0.0,0.1,71.0,Melase,Karbo,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1571737858/tgrthwihqglldjcu0ptw.jpg",Sedang
